11.427021 -0.050682 4.10741 2.5 2
11.562702 0.078585 4.00951 2.5 2
11.616794 -0.209537 3.96826 2.5 2
11.670885 -0.49766 3.927 2.5 2
11.711484 -0.247746 3.89919 2.5 2
11.752084 0.002167 3.87139 2.5 2
11.792683 0.25208 3.84357 2.5 2
11.838969 0.026539 3.81307 2.5 2
11.885257 -0.199002 3.78256 2.5 2
11.931543 -0.424544 3.75206 2.5 2
12.088167 -0.46056 3.66106 2.5 2
12.241659 -0.44647 3.57511 2.5 2
12.324155 -0.269887 3.53746 2.5 2
12.406651 -0.093304 3.4998 2.5 2
12.492773 -0.248091 3.46433 2.5 2
12.578897 -0.402877 3.42886 2.5 2
12.666503 -0.202717 3.39593 2.5 2
12.754109 -0.002556 3.363 2.5 2
12.838088 -0.246862 3.32788 2.5 2
12.922067 -0.491168 3.29277 2.5 2
13.088507 -0.434011 3.22865 2.5 2
13.171923 -0.242416 3.19627 2.5 2
13.255338 -0.050821 3.1639 2.5 2
13.339708 0.113178 3.12816 2.5 2
13.424079 0.277177 3.09242 2.5 2
13.58861 0.490791 3.03503 2.5 2
13.746824 0.377564 2.99881 2.5 2
13.823914 0.132271 2.99385 2.5 2
13.901003 -0.113021 2.98888 2.5 2
14.062316 -0.009696 2.98463 2.5 2
14.221975 -0.108989 2.97232 2.5 2
14.376693 -0.35629 2.95339 2.5 2
14.522757 -0.362521 2.91848 2.5 2
14.569277 -0.145768 2.90715 2.5 2
14.615796 0.070986 2.89582 2.5 2
14.662316 0.287739 2.88449 2.5 2
14.710289 0.03253 2.86722 2.5 2
14.758262 -0.222679 2.84996 2.5 2
14.806234 -0.477887 2.83269 2.5 2
14.858789 -0.203101 2.81095 2.5 2
14.911344 0.071686 2.78921 2.5 2
14.963899 0.346473 2.76747 2.5 2
15.134109 0.278828 2.68428 2.5 2
15.293016 0.128696 2.61235 2.5 2
15.386868 -0.020166 2.56988 2.5 2
15.480721 -0.169029 2.52739 2.5 2
